# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 14 12:19:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN tran_flag:      Detected by Transits
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-1260 d,TOI-1260,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.60816400,0.111600,3.120,0.278,11.84000,0.03725,Mass,0.000000,10.32,499,2459062.017406,0,0.180800,3.1900000,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227.00,0.67,0.68,-0.100,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977000,11.9220000,8.9500000,11.5743000,2022-12-17,2022-12,2022-12-17
TOI-1266 b,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,10.89484300,0.073600,2.370,0.211,13.50000,0.04248,Mass,0.090000,4.90,413,2458821.744390,1,0.276000,2.1288000,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,M3,3600.00,0.42,0.45,-0.500,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,12.9410000,8.8400000,12.1222000,2020-10-01,2020-10,2020-10-08
TOI-1266 c,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,18.80151000,0.105800,1.560,0.139,2.20000,0.00692,Mass,0.040000,2.30,344,2458821.570600,1,0.120000,2.1864000,<a refstr=DEMORY_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A..49D/abstract target=ref>Demory et al. 2020</a>,M3,3600.00,0.42,0.45,-0.500,[Fe/H],4.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118000,12.9410000,8.8400000,12.1222000,2020-10-01,2020-10,2020-10-08
TOI-1268 b,TOI-1268,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,8.15770940,0.071100,9.100,0.812,96.40000,0.30331,Mass,0.105000,,919,2458711.747700,0,0.818600,4.0010000,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,K1-K2,5300.00,0.92,0.96,0.360,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.5570000,10.9200000,8.9110000,10.6920000,2022-03-28,2022-01,2022-03-28
TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,3.31599000,0.041200,4.140,0.369,24.60000,0.07740,Mass,0.338000,,961,2458713.025300,0,,,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,,4985.00,0.79,0.85,0.170,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.5720000,11.7580000,9.7010000,11.6000000,2022-07-12,2022-06,2022-07-12
TOI-1278 b,TOI-1278,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,14.47567000,0.095000,12.218,1.090,5879.82553,18.50000,Mass,0.013000,,,2458711.959500,0,,,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799.00,0.57,0.54,-0.010,[Fe/H],4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.6486250,75.5759000,13.5020000,9.7350000,12.7543000,2021-08-03,2021-10,2021-08-03
TOI-1288 b,TOI-1288,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,2.69983500,,5.240,0.467,42.00000,0.13215,Mass,0.064000,,1266,2458712.358700,0,,2.3700000,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.3440K/abstract target=ref>Knudstrup et al. 2022</a>,G V,5225.00,1.01,0.89,0.070,[Fe/H],4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.8650000,10.4450000,8.7790000,10.4468000,2023-01-04,2022-12,2023-01-04
TOI-1296 b,TOI-1296,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,3.94437150,0.049700,13.798,1.231,94.71287,0.29800,Mass,0.055000,,1562,2458930.755320,0,,,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5603.00,1.66,1.17,0.440,[Fe/H],4.05,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.2650000,11.3700000,9.7420000,11.2912000,2021-10-19,2021-09,2021-10-19
TOI-1298 b,TOI-1298,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,4.53716400,0.059000,9.427,0.841,113.14691,0.35600,Mass,0.032000,,1388,2458929.585580,0,,,<a refstr=MOUTOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A.147M/abstract target=ref>Moutou et al. 2021</a>,,5889.00,1.41,1.44,0.490,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.0360000,11.8890000,10.0120000,11.4038000,2021-10-19,2021-09,2021-10-19
TOI-132 b,TOI-132,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,2.10970190,0.026000,3.420,0.305,22.40000,0.07048,Mass,0.059000,860.00,1395,2458333.230950,0,,,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397.00,0.90,0.97,0.160,[Fe/H],4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.4368720,163.6780000,11.1970000,9.6460000,11.3208000,2020-02-21,2020-03,2020-02-27
TOI-1333 b,TOI-1333,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,4.72021900,0.062600,15.648,1.396,753.25710,2.37000,Mass,0.073000,,1679,2458913.370330,0,0.555000,4.6416000,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6274.00,1.93,1.46,0.119,[Fe/H],4.03,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.4920000,9.4380000,8.2720000,9.3503900,2021-02-25,2021-04,2021-03-04
TOI-1338 b,TOI-1338 A,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,95.17400000,0.460700,6.850,0.611,33.00000,0.10383,Mass,0.088000,,,2458342.150000,0,,,<a refstr=KOSTOV_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..253K/abstract target=ref>Kostov et al. 2020</a>,,6050.00,1.33,1.13,0.010,[Fe/H],4.00,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,399.0170000,11.7220000,10.6350000,11.8764000,2020-05-29,2020-06,2020-06-04
TOI-139 b,TOI-139,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,11.07085000,,2.457,0.219,,,,,,561,2458334.890600,0,,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4570.00,0.70,0.69,-0.238,[m/H],4.71,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h25m36.58s,336.4024144,-34d54m34.97s,-34.9097131,42.4061000,10.5500000,7.6400000,10.0772000,2023-05-26,2023-01,2023-05-26
TOI-1408 b,TOI-1408,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GALAZUTDINOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526L.111G/abstract target=ref>Galazutdinov et al. 2023</a>,4.42471100,0.058040,16.813,1.500,537.13001,1.69000,Mass,0.259000,,,,0,,,<a refstr=GALAZUTDINOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526L.111G/abstract target=ref>Galazutdinov et al. 2023</a>,,6306.00,1.27,1.33,7.790,[Fe/H],4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m02.65s,313.5110469,+72d34m50.32s,72.5806455,139.4840000,9.2700010,8.0780000,9.1879500,2023-10-09,2023-11,2023-10-09
TOI-1411 b,TOI-1411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.45203580,0.023000,1.360,0.121,,,,,,1136,2458739.476200,0,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,4266.00,0.66,0.59,,,4.73,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h31m47.05s,232.9460470,+47d03m19.98s,47.0555507,32.4778000,10.5100000,7.2500000,9.8772300,2022-02-15,2022-02,2022-02-15
TOI-1416 b,TOI-1416,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DEEG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230518542D/abstract target=ref>Deeg et al. 2023</a>,1.06975680,0.019000,1.620,0.145,3.48000,0.01095,Mass,0.000000,883.00,1517,2458739.462100,0,0.045500,1.5000000,<a refstr=DEEG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230518542D/abstract target=ref>Deeg et al. 2023</a>,G9 V,4884.00,0.79,0.80,0.080,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h27m41.64s,216.9234892,+41d57m10.75s,41.9529862,55.0135000,9.9100000,7.7080000,9.6525400,2023-06-12,2023-05,2023-06-12
TOI-1420 b,TOI-1420,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=YOSHIDA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..181Y/abstract target=ref>Yoshida et al. 2023</a>,6.95610630,0.071000,11.890,1.061,25.10000,0.07897,Mass,0.170000,139.00,957,2459517.433050,0,1.396000,3.3720000,<a refstr=YOSHIDA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..181Y/abstract target=ref>Yoshida et al. 2023</a>,,5510.00,0.92,0.99,0.280,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h31m46.03s,322.9418092,+66d20m56.42s,66.3490054,201.9180000,11.6550000,10.1190000,11.7380000,2023-11-06,2023-11,2023-11-06
TOI-1422 b,TOI-1422,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,12.99720000,0.108000,3.960,0.353,9.00000,0.02832,Mass,0.040000,,867,2458745.920500,0,,4.5200000,<a refstr=NAPONIELLO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703293N/abstract target=ref>Naponiello et al. 2022</a>,G2 V,5840.00,1.02,0.98,-0.090,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h36m57.80s,354.2408290,+39d38m21.41s,39.6392793,155.1410000,10.6220000,9.1900000,10.5521000,2022-07-18,2022-07,2022-07-18
TOI-1431 b,TOI-1431,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,2.65023700,0.046000,16.701,1.490,991.62463,3.12000,Mass,0.002200,5300.00,2370,2458739.177370,0,0.579700,2.4890000,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..292A/abstract target=ref>Addison et al. 2021</a>,Am C,7690.00,1.92,1.90,0.090,[Fe/H],4.15,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h04m48.89s,316.2036922,+55d35m16.88s,55.5880221,148.9250000,8.0300000,7.4390000,7.9756100,2021-10-11,2021-12,2021-10-11
TOI-1442 b,TOI-1442,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.40906770,0.007100,1.170,0.104,,,,,,1072,2458683.452300,0,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3330.00,0.31,0.29,,,4.92,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m10.10s,287.2921006,+74d10m27.39s,74.1742762,41.1659000,15.3900000,10.0890000,13.7652000,2022-02-15,2022-02,2022-02-15
TOI-1444 b,TOI-1444,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...62D/abstract target=ref>Dai et al. 2021</a>,0.47026940,,1.397,0.125,3.87000,0.01218,Mass,0.000000,,,2458711.367600,0,,,<a refstr=DAI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...62D/abstract target=ref>Dai et al. 2021</a>,,5430.00,0.91,0.93,0.130,[Fe/H],4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.4630000,10.9360000,9.0610000,10.6417000,2021-05-28,2021-08,2021-05-28
TOI-1452 b,TOI-1452,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,11.06201000,0.061000,1.672,0.149,4.82000,0.01517,Mass,0.000000,1.80,326,2458691.532100,0,0.309000,,<a refstr=CADIEUX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...96C/abstract target=ref>Cadieux et al. 2022</a>,M4 &#177 0.5 V,3185.00,0.28,0.25,-0.070,[M/H],4.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m41.75s,290.1739741,+73d11m42.39s,73.1951082,30.5212000,14.3540000,9.7400000,13.6233000,2022-08-30,2022-09,2022-08-30
TOI-1468 b,TOI-1468,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,1.88051360,,1.280,0.114,3.21000,0.01010,Mass,,36.00,682,2458765.680790,0,,,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,M3.0 V,3496.00,0.34,0.34,-0.040,[Fe/H],5.00,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m36.93s,16.6538724,+19d13m29.71s,19.2249195,24.7399000,12.5000000,8.4970000,12.1172000,2022-11-07,2022-10,2022-11-07
TOI-1468 c,TOI-1468,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,15.53248200,,2.064,0.184,6.64000,0.02089,Mass,,2.15,338,2458766.926900,0,,,<a refstr=CHATURVEDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A.155C/abstract target=ref>Chaturvedi et al. 2022</a>,M3.0 V,3496.00,0.34,0.34,-0.040,[Fe/H],5.00,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h06m36.93s,16.6538724,+19d13m29.71s,19.2249195,24.7399000,12.5000000,8.4970000,12.1172000,2022-11-07,2022-10,2022-11-07
TOI-1470 b,TOI-1470,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.177G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,2.52709300,0.028500,2.180,0.194,7.32000,0.02303,Mass,0.300000,46.30,734,2458766.470200,0,0.181400,1.2800000,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.177G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,M1.5 V,3709.00,0.47,0.47,0.000,[Fe/H],4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h40m21.39s,10.0891431,+61d12m48.19s,61.2133868,51.9503000,13.4590000,9.2830000,12.5555000,2023-08-07,2023-07,2023-08-07
TOI-1470 c,TOI-1470,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.177G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,18.08816000,0.106000,2.470,0.220,7.24000,0.02278,Mass,0.500000,3.35,373,2458772.176000,0,0.231500,2.7000000,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.177G/abstract target=ref>Gonz&aacute;lez-&Aacute;lvarez et al. 2023</a>,M1.5 V,3709.00,0.47,0.47,0.000,[Fe/H],4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h40m21.39s,10.0891431,+61d12m48.19s,61.2133868,51.9503000,13.4590000,9.2830000,12.5555000,2023-08-07,2023-07,2023-08-07
TOI-1478 b,TOI-1478,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,10.18024900,0.090300,11.882,1.060,270.47333,0.85100,Mass,0.024000,,918,2458607.903380,0,1.083000,4.1664000,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,5597.00,1.05,0.95,0.078,[Fe/H],4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m44.10s,126.4337428,-13d33m34.37s,-13.5595485,152.8920000,10.7230000,9.2010000,10.6624000,2021-02-25,2021-04,2021-03-04
